order_id,order_date,warehouse,region,product_category,delivery_status,eta_days,actual_days,cost_lkr
ORD-103549,2024-08-21,Kandy-Hub,Central,Dry Goods,Delivered,3,3.0,1916.02
ORD-101458,2024-04-06,Kandy-Hub,Central,Produce,Delivered,1,1.0,2363.33
ORD-100171,2024-02-02,Galle-South,Southern,Frozen,Delivered,2,2.0,7644.62
ORD-100107,2024-08-30,Kurunegala-West,North-Western,Dairy,Delivered,3,3.0,4628.19
ORD-104239,2024-03-28,Galle-South,Southern,Dry Goods,Delayed,1,5.0,2776.01
ORD-103569,2024-03-30,Kurunegala-West,North-Western,Dry Goods,Delivered,3,3.0,2968.83
ORD-104121,2024-12-11,Kurunegala-West,North-Western,Produce,Delivered,3,3.0,1681.92
ORD-104339,2024-07-02,Kandy-Hub,Central,Dairy,Delivered,2,2.0,3559.91
ORD-100024,2024-10-12,Kurunegala-West,North-Western,Dairy,Delivered,3,3.0,4450.68
ORD-103936,2024-07-10,Kurunegala-West,North-Western,Dry Goods,Delivered,4,4.0,2263.98
ORD-104396,2024-04-17,Kandy-Hub,Central,Produce,Delivered,5,5.0,2256.35
ORD-100938,2024-06-17,Kurunegala-West,North-Western,Beverages,In Transit,4,,3446.08
ORD-100060,2024-12-02,Galle-South,Southern,Dairy,In Transit,5,,3595.29
ORD-101240,2024-07-04,Jaffna-North,Northern,Dry Goods,Delivered,4,4.0,2741.35
ORD-104684,2024-07-07,Jaffna-North,Northern,Dry Goods,Delivered,5,5.0,2129.77
ORD-101040,2024-09-14,Kandy-Hub,Central,Dry Goods,Delivered,1,1.0,3466.71
ORD-104229,2024-01-06,Kandy-Hub,Central,Beverages,Delivered,5,5.0,2665.42
ORD-102760,2024-02-18,Kandy-Hub,Central,Dry Goods,Delayed,1,3.0,
ORD-102120,2024-10-07,Galle-South,Southern,Beverages,Delivered,1,1.0,3593.27
ORD-101524,2024-08-08,Kandy-Hub,Central,Frozen,Delayed,5,9.0,6875.33
ORD-103521,2024-05-01,Kurunegala-West,North-Western,Dairy,In Transit,3,,3380.95
ORD-100153,2024-04-17,Jaffna-North,Northern,Frozen,Delivered,3,3.0,11622.57
ORD-102248,2024-02-26,Galle-South,Southern,Meat & Seafood,Delayed,5,7.0,19497.54
ORD-100481,2024-10-29,Colombo-Central,Western,Dairy,In Transit,5,,5585.49
ORD-104763,2024-03-27,Galle-South,Southern,Frozen,Delivered,4,4.0,10723.25
ORD-104349,2024-05-08,Jaffna-North,Northern,Frozen,Delivered,5,5.0,10151.35
ORD-103578,2024-11-17,Kurunegala-West,North-Western,Produce,Delivered,2,2.0,3217.59
ORD-104167,2024-03-07,Kurunegala-West,North-Western,Produce,In Transit,4,,2787.23
ORD-103562,2024-06-02,Kurunegala-West,North-Western,Dairy,Delivered,1,1.0,3606.3
ORD-103315,2024-11-05,Colombo-Central,Western,Meat & Seafood,Delivered,5,5.0,17679.24
ORD-101762,2024-01-04,Colombo-Central,Western,Produce,Delayed,2,3.0,2824.44
ORD-103538,2024-07-11,Colombo-Central,Western,Produce,Delivered,2,2.0,1554.06
ORD-104852,2024-02-08,Kurunegala-West,North-Western,Beverages,Delivered,3,3.0,4261.02
ORD-100750,2024-12-16,Kurunegala-West,North-Western,Dry Goods,Delivered,2,2.0,1067.43
ORD-103619,2024-02-01,Jaffna-North,Northern,Beverages,Delivered,2,2.0,4161.32
ORD-101785,2024-03-29,Kurunegala-West,North-Western,Dry Goods,Delivered,4,4.0,2750.66
ORD-104314,2024-10-01,Colombo-Central,Western,Meat & Seafood,Delivered,5,5.0,17240.61
ORD-103383,2024-11-29,Jaffna-North,Northern,Dairy,In Transit,4,,3551.36
ORD-104180,2024-08-26,Kurunegala-West,North-Western,Frozen,Delivered,4,4.0,5398.9
ORD-100405,2024-07-01,Kandy-Hub,Central,Produce,Delivered,4,4.0,1531.97
ORD-100757,2024-05-19,Galle-South,Southern,Produce,Delivered,4,4.0,2038.44
ORD-102711,2024-01-09,Kandy-Hub,Central,Frozen,Delivered,3,3.0,9412.28
ORD-102670,2024-10-16,Colombo-Central,Western,Meat & Seafood,Delivered,2,2.0,19147.9
ORD-104841,2024-02-15,Kandy-Hub,Central,Dairy,In Transit,3,,5210.47
ORD-100097,2024-09-06,Kandy-Hub,Central,Dairy,Delayed,1,2.0,5302.38
ORD-101333,2024-10-21,Colombo-Central,Western,Produce,Delivered,1,1.0,2864.34
ORD-104796,2024-07-02,Jaffna-North,Northern,Dry Goods,Cancelled,5,,2682.47
ORD-102791,2024-02-26,Jaffna-North,Northern,Beverages,Delayed,4,6.0,4630.16
ORD-102854,2024-09-21,Jaffna-North,Northern,Produce,Delivered,3,3.0,3100.72
ORD-100186,2024-03-01,Kurunegala-West,North-Western,Frozen,Delivered,5,5.0,10049.03
ORD-104082,2024-10-07,Colombo-Central,Western,Dairy,Delivered,2,2.0,4103.21
ORD-102723,2024-05-17,Colombo-Central,Western,Dry Goods,Delayed,5,8.0,1951.88
ORD-103583,2024-04-22,Colombo-Central,Western,Produce,Delayed,3,4.0,1968.47
ORD-102058,2024-05-23,Kurunegala-West,North-Western,Produce,Delivered,5,5.0,1864.58
ORD-101319,2024-05-24,Kandy-Hub,Central,Beverages,In Transit,1,,5275.01
ORD-104241,2024-04-09,Kandy-Hub,Central,Frozen,Delivered,4,4.0,10007.56
ORD-100148,2024-10-26,Kandy-Hub,Central,Dry Goods,Delivered,4,4.0,2273.29
ORD-100028,2024-07-18,Jaffna-North,Northern,Beverages,Delivered,3,3.0,3255.18
ORD-104182,2024-02-06,Kurunegala-West,North-Western,Beverages,In Transit,3,,2023.81
ORD-104088,2024-12-24,Colombo-Central,Western,Dairy,Delivered,1,1.0,4884.06
ORD-103363,2024-10-26,Colombo-Central,Western,Meat & Seafood,Delivered,5,5.0,19370.91
ORD-100692,2024-12-05,Kurunegala-West,North-Western,Beverages,Delivered,3,3.0,3590.61
ORD-102866,2024-04-25,Jaffna-North,Northern,Dry Goods,Delayed,5,8.0,2760.52
ORD-103776,2024-07-13,Kurunegala-West,North-Western,Beverages,Delivered,5,5.0,4349.14
ORD-101386,2024-07-23,Galle-South,Southern,Dry Goods,Delivered,1,1.0,1317.55
ORD-101845,2024-08-13,Jaffna-North,Northern,Beverages,Delivered,5,5.0,3003.74
ORD-104902,2024-08-14,Kandy-Hub,Central,Dry Goods,Delivered,3,3.0,2731.68
ORD-100129,2024-08-19,Jaffna-North,Northern,Meat & Seafood,Delayed,2,4.0,11918.5
ORD-101599,2024-09-15,Colombo-Central,Western,Frozen,Cancelled,4,,11648.48
ORD-103629,2024-10-29,Colombo-Central,Western,Dry Goods,Delayed,5,8.0,2701.69
ORD-104661,2024-07-30,Galle-South,Southern,Produce,Delivered,3,3.0,1755.42
ORD-100701,2024-08-12,Kandy-Hub,Central,Meat & Seafood,Cancelled,4,,16406.91
ORD-104060,2024-02-22,Jaffna-North,Northern,Beverages,Delayed,1,4.0,2102.1
ORD-103028,2024-03-22,Galle-South,Southern,Produce,Delivered,4,4.0,1754.69
ORD-102969,2024-08-20,Kandy-Hub,Central,Meat & Seafood,Delivered,5,5.0,11886.89
ORD-104400,2024-05-18,Galle-South,Southern,Dairy,Delivered,4,4.0,5464.68
ORD-101708,2024-03-29,Kandy-Hub,Central,Frozen,Delivered,1,1.0,8608.04
ORD-102953,2024-06-08,Colombo-Central,Western,Beverages,Delivered,2,2.0,5412.5
ORD-100454,2024-08-05,Kandy-Hub,Central,Dairy,Delayed,1,4.0,2596.52
ORD-102868,2024-11-10,Jaffna-North,Northern,Dry Goods,Delivered,3,3.0,3314.77
ORD-102040,2024-04-15,Galle-South,Southern,Frozen,Cancelled,3,,8937.25
ORD-101772,2024-05-12,Kurunegala-West,North-Western,Frozen,In Transit,4,,9401.8
ORD-102315,2024-01-01,Galle-South,Southern,Dairy,Delivered,3,3.0,5712.57
ORD-100609,2024-11-09,Colombo-Central,Western,Dairy,Delivered,4,4.0,4110.47
ORD-100167,2024-03-01,Colombo-Central,Western,Dairy,Delivered,4,4.0,3741.25
ORD-100730,2024-09-23,Kurunegala-West,North-Western,Frozen,Delivered,4,4.0,10889.93
ORD-104292,2024-06-28,Jaffna-North,Northern,Dairy,Delivered,1,1.0,5654.97
ORD-103358,2024-03-09,Jaffna-North,Northern,Dairy,Delivered,3,3.0,3626.09
ORD-103896,2024-07-13,Kandy-Hub,Central,Meat & Seafood,Delayed,2,5.0,8274.77
ORD-102074,2024-09-11,Jaffna-North,Northern,Produce,Delivered,1,1.0,2177.18
ORD-104111,2024-06-24,Jaffna-North,Northern,Frozen,Delivered,4,4.0,10622.59
ORD-103700,2024-02-25,Galle-South,Southern,Frozen,Delayed,2,6.0,9070.22
ORD-101622,2024-12-03,Kurunegala-West,North-Western,Beverages,In Transit,3,,2670.8
ORD-100587,2024-02-06,Kurunegala-West,North-Western,Beverages,Delivered,1,1.0,2823.41
ORD-101401,2024-03-29,Jaffna-North,Northern,Beverages,In Transit,5,,5009.0
ORD-103045,2024-11-18,Kandy-Hub,Central,Dairy,Delayed,4,7.0,2841.73
ORD-103224,2024-08-10,Kurunegala-West,North-Western,Frozen,Cancelled,3,,8436.17
ORD-101700,2024-04-06,Kurunegala-West,North-Western,Beverages,Delivered,2,2.0,4794.46
ORD-103088,2024-03-25,Jaffna-North,Northern,Beverages,Delivered,5,5.0,4995.15
ORD-104434,2024-08-01,Galle-South,Southern,Meat & Seafood,In Transit,5,,16410.64
ORD-102981,2024-01-23,Kurunegala-West,North-Western,Produce,Delivered,4,4.0,3013.64
ORD-100040,2024-03-01,Kandy-Hub,Central,Dry Goods,In Transit,5,,2650.15
ORD-101379,2024-07-16,Kandy-Hub,Central,Meat & Seafood,Delivered,4,4.0,18215.19
ORD-102089,2024-01-08,Kandy-Hub,Central,Dry Goods,Delivered,1,1.0,1531.47
ORD-103924,2024-08-20,Kandy-Hub,Central,Beverages,Delivered,5,5.0,5430.04
ORD-102175,2024-10-05,Galle-South,Southern,Produce,Delivered,4,4.0,1649.58
ORD-103217,2024-06-05,Kurunegala-West,North-Western,Dairy,Delayed,2,6.0,3608.06
ORD-102885,2024-02-26,Colombo-Central,Western,Meat & Seafood,Delivered,4,4.0,16598.41
ORD-100074,2024-09-07,Colombo-Central,Western,Beverages,Delivered,1,1.0,2734.59
ORD-103986,2024-04-23,Jaffna-North,Northern,Produce,Cancelled,2,,2112.78
ORD-103967,2024-03-29,Kandy-Hub,Central,Beverages,Delivered,2,2.0,2189.36
ORD-102657,2024-04-08,Kurunegala-West,North-Western,Frozen,Delayed,3,6.0,9398.0
ORD-103180,2024-03-22,Galle-South,Southern,Beverages,Delivered,2,2.0,3437.99
ORD-102076,2024-06-18,Kurunegala-West,North-Western,Beverages,Delivered,2,2.0,4573.72
ORD-100441,2024-04-19,Galle-South,Southern,Dairy,Delivered,2,2.0,3616.35
ORD-104118,2024-03-16,Kandy-Hub,Central,Produce,Delivered,4,4.0,2068.08
ORD-102051,2024-04-20,Galle-South,Southern,Meat & Seafood,Delivered,1,1.0,10027.43
ORD-102541,2024-12-20,Kurunegala-West,North-Western,Frozen,Delivered,5,5.0,11495.96
ORD-103306,2024-04-10,Galle-South,Southern,Dry Goods,Delivered,5,5.0,1207.24
ORD-101301,2024-05-26,Colombo-Central,Western,Meat & Seafood,Delivered,4,4.0,15318.71
ORD-101781,2024-05-03,Colombo-Central,Western,Meat & Seafood,Cancelled,4,,15617.2
ORD-104863,2024-09-19,Jaffna-North,Northern,Dry Goods,Delivered,1,1.0,2576.63
ORD-103430,2024-04-01,Colombo-Central,Western,Frozen,Delivered,2,2.0,10295.35
ORD-101304,2024-08-10,Kandy-Hub,Central,Beverages,Delayed,3,6.0,3433.89
ORD-100236,2024-08-30,Galle-South,Southern,Meat & Seafood,Delayed,2,4.0,19472.88
ORD-102599,2024-05-22,Kandy-Hub,Central,Meat & Seafood,Delivered,4,4.0,9251.12
ORD-100520,2024-05-10,Galle-South,Southern,Meat & Seafood,Delivered,3,3.0,9650.4
ORD-102573,2024-05-22,Kurunegala-West,North-Western,Dry Goods,Delayed,3,7.0,2092.8
ORD-103280,2024-02-01,Jaffna-North,Northern,Dry Goods,Delivered,2,2.0,2442.39
ORD-103186,2024-10-06,Galle-South,Southern,Produce,Delayed,5,9.0,3068.89
ORD-103953,2024-06-18,Galle-South,Southern,Beverages,Delivered,3,3.0,3429.04
ORD-102768,2024-06-23,Kandy-Hub,Central,Dry Goods,Delayed,3,4.0,3123.06
ORD-100735,2024-09-01,Galle-South,Southern,Beverages,Delivered,4,4.0,3442.34
ORD-104751,2024-02-24,Galle-South,Southern,Dairy,Delivered,4,4.0,4888.76
ORD-104979,2024-08-10,Colombo-Central,Western,Dairy,Delivered,5,5.0,5359.67
ORD-102106,2024-10-06,Colombo-Central,Western,Beverages,Delivered,2,2.0,3904.12
ORD-102679,2024-05-16,Kandy-Hub,Central,Beverages,Delivered,3,3.0,4872.66
ORD-103229,2024-10-31,Jaffna-North,Northern,Meat & Seafood,In Transit,3,,19259.68
ORD-102761,2024-06-06,Jaffna-North,Northern,Beverages,Cancelled,4,,3737.06
ORD-100592,2024-03-28,Galle-South,Southern,Produce,Delivered,4,4.0,3251.82
ORD-101303,2024-11-22,Galle-South,Southern,Frozen,Delivered,4,4.0,9356.85
ORD-101387,2024-04-28,Jaffna-North,Northern,Meat & Seafood,Delivered,2,2.0,16227.39
ORD-104742,2024-06-05,Galle-South,Southern,Dairy,Delivered,3,3.0,5863.04
ORD-104571,2024-02-04,Kurunegala-West,North-Western,Meat & Seafood,Delivered,3,3.0,14890.55
ORD-104024,2024-06-14,Kurunegala-West,North-Western,Dry Goods,In Transit,1,,2362.56
ORD-101890,2024-03-08,Colombo-Central,Western,Frozen,Delivered,2,2.0,5072.87
ORD-102987,2024-10-12,Kandy-Hub,Central,Dairy,Delivered,2,2.0,4327.02
ORD-104974,2024-10-19,Galle-South,Southern,Meat & Seafood,Delivered,1,1.0,8775.49
ORD-103297,2024-11-27,Galle-South,Southern,Meat & Seafood,Delivered,4,4.0,9882.02
ORD-100904,2024-06-16,Colombo-Central,Western,Dry Goods,In Transit,3,,2816.44
ORD-104655,2024-03-13,Galle-South,Southern,Frozen,Delivered,1,1.0,
ORD-101279,2024-11-11,Kandy-Hub,Central,Dry Goods,Delivered,5,5.0,2092.35
ORD-100933,2024-08-24,Kandy-Hub,Central,Beverages,Delivered,3,3.0,5375.08
ORD-104949,2024-05-14,Galle-South,Southern,Frozen,Delivered,1,1.0,10658.41
ORD-102308,2024-04-22,Jaffna-North,Northern,Meat & Seafood,Delivered,4,4.0,17617.21
ORD-101555,2024-02-29,Galle-South,Southern,Dry Goods,In Transit,5,,2489.33
ORD-104578,2024-04-10,Colombo-Central,Western,Meat & Seafood,Delivered,3,3.0,8373.33
ORD-103190,2024-01-02,Kandy-Hub,Central,Beverages,In Transit,4,,4668.36
ORD-104486,2024-07-17,Kandy-Hub,Central,Beverages,Delivered,2,2.0,5021.84
ORD-100706,2024-01-03,Galle-South,Southern,Dry Goods,Delivered,2,2.0,1781.53
ORD-104882,2024-06-30,Kandy-Hub,Central,Beverages,Delayed,1,2.0,2941.35
ORD-103070,2024-06-03,Colombo-Central,Western,Dry Goods,Delivered,4,4.0,1342.82
ORD-100745,2024-05-12,Colombo-Central,Western,Dairy,Delivered,1,1.0,5275.52
ORD-103594,2024-03-31,Colombo-Central,Western,Meat & Seafood,Delivered,1,1.0,15279.33
ORD-101939,2024-03-16,Kurunegala-West,North-Western,Beverages,Delivered,2,2.0,5387.39
ORD-104444,2024-09-26,Jaffna-North,Northern,Dairy,Delivered,2,2.0,3508.76
ORD-102862,2024-10-31,Jaffna-North,Northern,Dry Goods,Delivered,5,5.0,
ORD-104075,2024-01-09,Kurunegala-West,North-Western,Beverages,Delivered,5,5.0,5128.0
ORD-100513,2024-10-25,Kurunegala-West,North-Western,Dry Goods,Delivered,2,2.0,2706.34
ORD-100081,2024-06-08,Galle-South,Southern,Produce,Delayed,2,6.0,2902.6
ORD-104066,2024-11-07,Kurunegala-West,North-Western,Frozen,Delivered,2,2.0,6843.24
ORD-101308,2024-05-31,Kandy-Hub,Central,Frozen,In Transit,2,,8570.07
ORD-104593,2024-09-22,Colombo-Central,Western,Beverages,Delivered,3,3.0,4651.44
ORD-100914,2024-08-04,Galle-South,Southern,Dairy,Delivered,2,2.0,4002.4
ORD-103452,2024-06-14,Jaffna-North,Northern,Produce,Delivered,4,4.0,3511.93
ORD-103695,2024-08-22,Kurunegala-West,North-Western,Frozen,Delivered,5,5.0,5024.98
ORD-104853,2024-01-26,Kandy-Hub,Central,Meat & Seafood,Delivered,3,3.0,15352.6
ORD-103156,2024-10-08,Colombo-Central,Western,Frozen,Delivered,4,4.0,7142.79
ORD-102198,2024-07-27,Kandy-Hub,Central,Frozen,Delivered,3,3.0,9317.23
ORD-104275,2024-10-09,Jaffna-North,Northern,Produce,Delivered,3,3.0,3188.83
ORD-100774,2024-11-04,Galle-South,Southern,Produce,Delivered,3,3.0,2638.21
ORD-100329,2024-07-21,Galle-South,Southern,Dry Goods,Delivered,1,1.0,1002.85
ORD-102054,2024-09-17,Kurunegala-West,North-Western,Beverages,Delivered,3,3.0,2982.17
ORD-102001,2024-01-23,Galle-South,Southern,Frozen,Delivered,5,5.0,8404.19
ORD-100943,2024-06-22,Jaffna-North,Northern,Dairy,Delivered,2,2.0,4634.69
ORD-100822,2024-02-19,Kurunegala-West,North-Western,Dairy,Delivered,2,2.0,3578.71
ORD-104572,2024-06-29,Colombo-Central,Western,Frozen,Delivered,3,3.0,8392.36
ORD-100909,2024-02-03,Galle-South,Southern,Meat & Seafood,Delivered,5,5.0,14007.6
ORD-102516,2024-09-09,Colombo-Central,Western,Meat & Seafood,Delivered,4,4.0,19399.08
ORD-100181,2024-02-25,Jaffna-North,Northern,Frozen,Delivered,4,4.0,
ORD-100164,2024-06-01,Kandy-Hub,Central,Frozen,Delivered,1,1.0,10618.02
ORD-101523,2024-02-24,Jaffna-North,Northern,Meat & Seafood,Delivered,1,1.0,18326.8
ORD-100451,2024-12-03,Jaffna-North,Northern,Frozen,Delivered,1,1.0,7362.54
ORD-103983,2024-09-03,Kurunegala-West,North-Western,Produce,Delivered,4,4.0,2079.38
ORD-102538,2024-07-12,Kandy-Hub,Central,Produce,Delivered,4,4.0,2984.09
ORD-104147,2024-11-08,Kandy-Hub,Central,Dry Goods,Delivered,2,2.0,2769.47
ORD-104824,2024-07-01,Colombo-Central,Western,Beverages,Delivered,1,1.0,4164.52
ORD-101311,2024-05-07,Kandy-Hub,Central,Produce,Cancelled,5,,3489.77
ORD-103149,2024-02-09,Colombo-Central,Western,Frozen,Delivered,3,3.0,5218.76
ORD-101111,2024-03-25,Galle-South,Southern,Meat & Seafood,Delayed,2,6.0,8550.88
ORD-104640,2024-11-03,Kandy-Hub,Central,Produce,Delivered,5,5.0,3700.71
ORD-103874,2024-08-14,Kandy-Hub,Central,Meat & Seafood,Delivered,4,4.0,10417.61
ORD-103489,2024-09-16,Jaffna-North,Northern,Dairy,In Transit,2,,2896.6
ORD-101287,2024-03-26,Colombo-Central,Western,Frozen,Delivered,4,4.0,9538.02
ORD-104219,2024-02-29,Kurunegala-West,North-Western,Dairy,Cancelled,5,,4190.3
ORD-104692,2024-12-27,Galle-South,Southern,Dairy,Delivered,4,4.0,3710.52
ORD-103680,2024-09-15,Kurunegala-West,North-Western,Beverages,Delivered,1,1.0,3558.65
ORD-104374,2024-04-20,Kandy-Hub,Central,Dry Goods,Delivered,5,5.0,2034.23
ORD-104210,2024-02-25,Jaffna-North,Northern,Frozen,Delivered,4,4.0,5266.62
ORD-103300,2024-08-20,Kurunegala-West,North-Western,Beverages,Delivered,3,3.0,5279.46
ORD-103310,2024-07-06,Colombo-Central,Western,Meat & Seafood,Delivered,4,4.0,11358.98
ORD-104601,2024-12-12,Galle-South,Southern,Frozen,Delivered,1,1.0,8627.15
ORD-103125,2024-11-20,Colombo-Central,Western,Dairy,Delivered,4,4.0,4826.3
ORD-100327,2024-01-14,Kandy-Hub,Central,Frozen,Delivered,4,4.0,11832.4
ORD-101790,2024-08-01,Kurunegala-West,North-Western,Beverages,Delivered,4,4.0,4418.27
ORD-102490,2024-05-04,Colombo-Central,Western,Dry Goods,Delivered,4,4.0,3281.46
ORD-102006,2024-06-07,Jaffna-North,Northern,Dry Goods,Delivered,5,5.0,2852.14
ORD-102007,2024-02-25,Jaffna-North,Northern,Dairy,Delivered,2,2.0,4900.44
ORD-101858,2024-07-10,Galle-South,Southern,Produce,Delivered,2,2.0,2274.44
ORD-104732,2024-10-05,Galle-South,Southern,Meat & Seafood,Delivered,3,3.0,12239.28
ORD-100312,2024-02-13,Kandy-Hub,Central,Frozen,Delayed,1,4.0,8068.22
ORD-100832,2024-06-14,Kurunegala-West,North-Western,Frozen,Delivered,1,1.0,6458.69
ORD-103079,2024-06-12,Kurunegala-West,North-Western,Beverages,Delivered,2,2.0,3820.64
ORD-104765,2024-02-24,Jaffna-North,Northern,Meat & Seafood,Delivered,1,1.0,16837.69
ORD-103462,2024-11-12,Jaffna-North,Northern,Dry Goods,Cancelled,4,,2042.26
ORD-101201,2024-06-23,Kurunegala-West,North-Western,Dry Goods,Delivered,1,1.0,3164.56
ORD-104435,2024-12-05,Galle-South,Southern,Beverages,Delivered,4,4.0,2679.48
ORD-103547,2024-11-17,Kurunegala-West,North-Western,Meat & Seafood,Delivered,5,5.0,15244.94
ORD-104072,2024-10-31,Colombo-Central,Western,Produce,Delivered,2,2.0,3321.58
ORD-102134,2024-06-09,Colombo-Central,Western,Beverages,Delivered,1,1.0,4134.23
ORD-103451,2024-01-21,Kurunegala-West,North-Western,Frozen,In Transit,5,,10541.38
ORD-102209,2024-02-20,Kurunegala-West,North-Western,Frozen,Delivered,1,1.0,6031.81
ORD-101901,2024-07-12,Jaffna-North,Northern,Frozen,Delivered,3,3.0,11521.01
ORD-104050,2024-04-28,Colombo-Central,Western,Produce,Delivered,3,3.0,2346.71
ORD-101481,2024-01-01,Kurunegala-West,North-Western,Beverages,Delivered,1,1.0,5107.95
ORD-100777,2024-02-13,Colombo-Central,Western,Frozen,Delayed,5,6.0,11209.66
ORD-100799,2024-06-10,Galle-South,Southern,Dairy,Delivered,2,2.0,5767.39
ORD-103714,2024-09-21,Galle-South,Southern,Produce,Delivered,3,3.0,1956.13
ORD-103942,2024-12-04,Kurunegala-West,North-Western,Meat & Seafood,Delivered,5,5.0,14968.55
ORD-100054,2024-06-30,Colombo-Central,Western,Frozen,Delivered,3,3.0,6532.29
ORD-102972,2024-08-06,Galle-South,Southern,Meat & Seafood,Delayed,3,6.0,14810.06
ORD-103335,2024-03-24,Galle-South,Southern,Frozen,Delivered,4,4.0,11241.42
ORD-101920,2024-05-23,Kandy-Hub,Central,Meat & Seafood,Delivered,2,2.0,11174.82
ORD-103715,2024-04-14,Kandy-Hub,Central,Produce,Delivered,5,5.0,2715.16
ORD-104693,2024-11-10,Colombo-Central,Western,Frozen,Delivered,2,2.0,7273.36
ORD-100946,2024-12-21,Kandy-Hub,Central,Beverages,Delivered,3,3.0,4042.1
ORD-101701,2024-03-06,Colombo-Central,Western,Meat & Seafood,Cancelled,4,,12337.12
ORD-103293,2024-04-15,Colombo-Central,Western,Dairy,Cancelled,2,,4746.14
ORD-102161,2024-03-30,Jaffna-North,Northern,Produce,Delayed,2,3.0,1946.31
ORD-101136,2024-09-21,Colombo-Central,Western,Beverages,Delivered,1,1.0,4046.68
ORD-100987,2024-04-25,Galle-South,Southern,Produce,Delivered,1,1.0,2751.5
ORD-102549,2024-02-16,Jaffna-North,Northern,Dairy,Delayed,5,9.0,5168.81
ORD-100193,2024-05-12,Colombo-Central,Western,Beverages,Delivered,5,5.0,4631.48
ORD-103057,2024-02-23,Galle-South,Southern,Dry Goods,Delivered,4,4.0,3284.78
ORD-103246,2024-10-07,Galle-South,Southern,Dairy,Delivered,2,2.0,4016.54
ORD-101394,2024-03-19,Galle-South,Southern,Dry Goods,Delivered,3,3.0,2229.81
ORD-102637,2024-09-28,Jaffna-North,Northern,Frozen,Delivered,2,2.0,7797.08
ORD-100768,2024-02-21,Galle-South,Southern,Produce,Delayed,4,7.0,2119.36
ORD-104750,2024-01-15,Kandy-Hub,Central,Dry Goods,Delivered,1,1.0,1916.47
ORD-103090,2024-05-05,Galle-South,Southern,Dairy,Delivered,2,2.0,4046.73
ORD-103495,2024-07-13,Colombo-Central,Western,Dry Goods,Delayed,3,5.0,2358.96
ORD-103215,2024-04-06,Jaffna-North,Northern,Produce,Delivered,2,2.0,1677.91
ORD-100285,2024-12-08,Galle-South,Southern,Produce,Cancelled,2,,3498.27
ORD-104988,2024-12-06,Jaffna-North,Northern,Dairy,In Transit,2,,
ORD-104801,2024-08-05,Galle-South,Southern,Dry Goods,Delivered,5,5.0,2874.44
ORD-102332,2024-04-07,Kandy-Hub,Central,Dry Goods,Delayed,4,6.0,3441.41
ORD-102717,2024-09-08,Jaffna-North,Northern,Dry Goods,Delivered,3,3.0,2343.83
ORD-102079,2024-02-15,Kandy-Hub,Central,Frozen,Delivered,5,5.0,5679.42
ORD-103389,2024-09-04,Kandy-Hub,Central,Frozen,Delivered,5,5.0,11092.07
ORD-100722,2024-11-04,Jaffna-North,Northern,Dairy,Delivered,5,5.0,3576.15
ORD-100951,2024-04-21,Kurunegala-West,North-Western,Dairy,Delivered,1,1.0,4624.6
ORD-104410,2024-02-14,Kurunegala-West,North-Western,Meat & Seafood,In Transit,4,,9618.29
ORD-102262,2024-01-12,Jaffna-North,Northern,Produce,Delayed,2,3.0,2758.51
ORD-100989,2024-10-14,Galle-South,Southern,Meat & Seafood,Delayed,5,9.0,11329.51
ORD-103212,2024-05-04,Kurunegala-West,North-Western,Dry Goods,Delivered,2,2.0,
ORD-101759,2024-07-31,Kurunegala-West,North-Western,Produce,Delivered,5,5.0,1950.98
ORD-104148,2024-11-10,Galle-South,Southern,Produce,Delivered,1,1.0,3055.72
ORD-101724,2024-07-13,Kandy-Hub,Central,Produce,Delivered,1,1.0,1676.8
ORD-100341,2024-04-16,Jaffna-North,Northern,Beverages,Delivered,2,2.0,2062.03
ORD-103701,2024-03-25,Colombo-Central,Western,Meat & Seafood,Delivered,1,1.0,10550.57
ORD-100688,2024-06-11,Jaffna-North,Northern,Meat & Seafood,Delivered,3,3.0,
ORD-103432,2024-03-16,Colombo-Central,Western,Dry Goods,Delayed,3,5.0,3258.01
ORD-100966,2024-08-07,Jaffna-North,Northern,Meat & Seafood,Delivered,5,5.0,13193.52
ORD-104775,2024-01-17,Jaffna-North,Northern,Dairy,Delivered,5,5.0,5402.76
ORD-102203,2024-05-02,Colombo-Central,Western,Produce,Delivered,1,1.0,2338.16
ORD-102713,2024-07-08,Kurunegala-West,North-Western,Produce,Delivered,5,5.0,2494.65
ORD-103572,2024-09-08,Kurunegala-West,North-Western,Dairy,In Transit,3,,5735.63
ORD-101990,2024-07-12,Galle-South,Southern,Dairy,Delivered,4,4.0,4146.97
ORD-104120,2024-09-21,Jaffna-North,Northern,Frozen,Delayed,3,5.0,11415.08
ORD-104361,2024-10-13,Kurunegala-West,North-Western,Produce,Cancelled,5,,3502.37
ORD-104791,2024-12-27,Galle-South,Southern,Meat & Seafood,Delayed,5,8.0,19550.65
ORD-103600,2024-06-11,Kurunegala-West,North-Western,Frozen,In Transit,3,,7919.0
ORD-104612,2024-10-14,Colombo-Central,Western,Dairy,Delayed,5,8.0,4833.52
ORD-101962,2024-02-22,Kandy-Hub,Central,Dairy,Delivered,3,3.0,3301.67
ORD-104166,2024-06-17,Jaffna-North,Northern,Meat & Seafood,Delayed,3,5.0,15151.05
ORD-100385,2024-02-14,Kurunegala-West,North-Western,Dairy,Delivered,5,5.0,3515.67
